,FILE_NAME,JOB_CLASS_TITLE,JOB_CLASS_NO,REQUIREMENT_SET_ID,REQUIREMENT_SUBSET_ID,JOB_DUTIES,EDUCATION_YEARS,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,FULL_TIME_PART_TIME,EXP_JOB_CLASS_TITLE,EXP_JOB_CLASS_FUNCTION,COURSE_COUNT,COURSE_LENGHT,COURSE_SUBJECT,DRIVERS_LICENSE_REQ,DRIV_LIC_TYPE,EXAM_TYPE,ENTRY_SALARY_GEN,ENTRY_SALARY_DWP,OPEN_DATE
326,HOUSING PLANNING AND ECONOMIC ANALYST 8504 Bulletin FINAL DRAFT.txt,HOUSING PLANNING AND ECONOMIC ANALYST,8504,2,,"  A Housing Planning and Economic Analyst performs responsible administrative and technical work in the preparation of economic research, reports and feasibility studies related to policy analysis, housing policy, program development, legislation and affordable housing preservation, development and financing.",4,"university, college", ,2,full-time,,|planning| financing and/or analysis of low-income or moderate-income affordable housing., ,   ,,R, ,OPEN_INT_PROM,89814,-1,2018-08-10
327,DIRECTOR OF ENFORCEMENT OPERATIONS 4266 012618.txt,DIRECTOR OF ENFORCEMENT OPERATIONS,4266,3,,"  A Director of Enforcement Operations plans, coordinates, and directs or assists in directing the activities of a Division which is responsible for carrying out the City's systematic and complaint inspection programs, rent stabilization programs, and habitability enforcement programs; or the development and direction of specialized housing programs; oversees administrative and budgetary matters of the Division; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",4,"university, college", ,4,full-time,,|any of the following areas:  the management and administration of a housing habitability enforcement program or the management and administration of a rent stabilization/rent control program; or|n attorney which provides experience in civil or criminal enforcement actions related to housing habitability matters or rent stabilization/rent control matters; or, ,   ,,P, ,OPEN_INT_PROM,151504,-1,2018-01-26
328,WATER UTILITY SUPERVISOR 3976 050418 (1).txt,WATER UTILITY SUPERVISOR,3976,2,,"  A Water Utility Supervisor assigns, reviews and evaluates the work of employees engaged in installing, maintaining, replacing, and repairing water mains, services, irrigation systems, fire hydrants and appurtenant valves and equipment; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,4,full-time,Water Utility Worker Water Service Worker,, ,   ,,R, ,OPEN_INT_PROM,100422,-1,2018-05-04
329,PRINCIPAL SECURITY OFFICER 3200 110218.txt,PRINCIPAL SECURITY OFFICER,3200,0,,"  A Principal Security Officer assists in directing, or personally directs, a large group of Security Officers and Senior Security Officers engaged in patrolling and safeguarding buildings and their occupants, grounds and equipment, in crowd and traffic control and protocol duties; supervises the investigation of accidents, thefts and disturbances; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities; and does related work.",0,, ,1,full-time,Senior Security Officer,, ,   ,,P, ,OPEN_INT_PROM,61428,78236,2018-11-02
330,AUTOMOTIVE SUPERVISOR 3714 062416.txt,AUTOMOTIVE SUPERVISOR,3714,0,,"  An Automotive Supervisor assigns, reviews and evaluates the work of a group of journey-level and other employees performing skilled mechanical, electrical, and related work in the maintenance and repair of transportation equipment; maintains regulatory compliance; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,4,full-time,,| journey-level equipment mechanic., ,   ,,R,B,OPEN_INT_PROM,89470,92540,2016-06-24
331,SENIOR UTILITY SERVICES SPECIALIST 3573 113018.txt,SENIOR UTILITY SERVICES SPECIALIST,3753,0,,"  A Senior Utility Services Specialist assigns, reviews, evaluates, and may assist in the work of employees engaged in the marketing, efficient use and conservation of electric energy and water among residential, commercial, industrial, governmental and institutional customers; develops and implements marketing plans and strategies; oversees various marketing and customer outreach support functions; develops and implements energy and water efficiency programs; manages large commercial accounts; facilitates resolution of complex customer issues; conducts energy and water surveys and audits; advises residential, business and commercial customers on conservation techniques and practices, business solutions, and products and services; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities; and does related work.",0,, ,2,full-time,Utility Services Specialist,, ,   ,,R, ,OPEN_INT_PROM,131398,-1,2018-11-30
332,TRANSPORTATION ENGINEER 7278 092917.txt,TRANSPORTATION ENGINEER,7278,2,,"  A Transportation Engineer performs responsible transportation engineering work in making engineering studies and preparing or supervising the preparation of designs, plans, specifications, estimates, and reports; in supervising the collection of field data in connection with a variety of transportation, traffic safety, and parking projects; in communicating effectively with the public, elected officials, and other agencies; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,2,full-time,,|a position at the level of Transportation Engineering Associate II| Class Code 7280; and, ,   ,,P, ,OPEN_INT_PROM,108596,-1,2017-09-29
333,COMMUNICATIONS CABLE WORKER 3802 11816.txt,COMMUNICATIONS CABLE WORKER,3802,0,,"  A Communications Cable Worker does skilled electrical work in the installation, splicing, termination, maintenance, changing, removal, location of trouble, and repair of outside and inside plant overhead and underground fiber optic and paired copper communications cables, lines, and appurtenant equipment including the telephone, data, alarm, carrier, supervisory, telemetry, and control circuits contained within these cables and lines.",0,"university, college", ,2,full-time,,| helper to a journey-level electrical worker in the construction| installation| maintenance| and repair of fiber optic and lead or plastic sheathed communications type cables and control lines containing control| telemetering or telephone circuits.,1,#Q 45 #S 30,,R,A,OPEN_INT_PROM,71910,52,2016-11-18
334,CRIME AND INTELLIGENCE ANALYST  2236  062918.txt,CRIME AND INTELLIGENCE ANALYST ,2236,2,,"  A Crime and Intelligence Analyst researches, compiles, analyzes, and maps crime trends and patterns; disseminates information related to criminal activity; assists patrol, investigative, and administrative staff in planning the deployment of resources for the prevention, intervention, and suppression of criminal activities; acts as liaison to all Los Angeles Police Department and neighboring law enforcement Crime Analysis Details; may act as lead analyst; and performs related work.",4,"university, college", ,2,full-time,,|a class at the level of Management Assistant performing duties in researching| compiling| and analyzing crime trends and patterns in a law enforcement agency; or, ,   ,,P, ,OPEN,73226,-1,2018-06-29
335,PERSONNEL ANALYST 1731 092118 REV 092618.txt,PERSONNEL ANALYST,1731,3,,"  A Personnel Analyst performs professional staff work by assembling, analyzing, and interpreting data and by preparing correspondence and reports with recommendations to management on diverse personnel administration activities, issues, and problems; provides advice and guidance to internal and external customers; may supervise or act as a lead worker to staff involved in personnel management activities.",4,"university, college", ,1,full-time,,|a class at the level of Management Assistant performing professional duties in personnel administration; administrative analysis| or departmental administration; or| Management Aide in Requirement #2., ,   ,,P, ,OPEN_INT_PROM,86359,-1,2018-09-21
